,content
1795,Widening & Strengthening of NH-91A from BharthanaChowk to Kudarkoot in district of Etawah&Auraiya
1796,Widening & Strengthening of NH-135C from Drumandganj to Halia in district of Mirzapur
1797,Widening & Strengthening of NH-135C from Rampur to Bhadewara in district of Prayagraj
1798,Widening & Strengthening of NH-227Abetween Sikringanj& Gola in district of Gorakhpur
1799,Widening & Strengthening of NH-730 between Tamkuhiraj&Padrauna in district of Kushinagar
1800,Construction of 6-lane bridge parallel to the existing bridge on Ganga river on NH-96 in Phaphamau in district of Prayagraj
1801,General V.K Singh emphasizes upon uniformed approach on national securityand role of individuals
1802,"The general perception of national security is that it is the responsibility of uniformed personnel only, but rather national security has a wider connotation."
1803,Former Army Chief General Bipin Rawat believes that National Security is an integrated approach covering all security matters.
1804,The Indian Defence Minister stressed upon Atmanirbhar Bharat aimed at self reliance in technology and indigenous manufacturing of defence equipments.
1805,The IIPA held a session for trainee officers of the 46th Advanced Professional Programmein Public Administration.
1806,Gen V K Singh garlanded the bust of Mahatma Gandhi and Sardar Vallabhbhai Patel in IIPA.
1807,Gadkari to lay foundation Stone and inaugurate 16 highway projects worth nearly Rs7500 crore in Uttar Pradesh
1808,"Tomorrow, Nitin Gadkari will inaugurate and lay foundation stone of 16 highway projects in Uttar Pradesh."
1809,The government of Uttar Pradesh has awarded contracts worth nearly Rs7500 crore for construction of roads worth more than Rs500 Crores.
1810,Widening to 4-lane from Meerut to Bulandhshahar of NH-235
1811,Construction of 4-lane Gorakhpur bypass from JungalKaudiya of NH-24 to Kaleshwar on NH-27
1812,Rehabilitation & Up-gradation of NH-76 from Kabrai to Banda in district ofMahoba& Banda
1813,Rehabilitation & Up-gradation of NH-76 from Mau to Jasra in district ofChitrakoot&Prayagraj
1814,Rehabilitation & Up-gradation to 4-lane of NH-96 from Pratapgarh to Prayagraj bypass in district ofPratapgarh&Prayagraj
1815,Rehabilitation & Up-gradation of NH-730 from Barhani to Kataya in district of Siddharthnagar
1816,Rehabilitation & Up-gradation of NH-730 from Bahraich to Shrawasti in district of Bahraich&Shrawasti
1817,Construction of ROB in lieu of COD crossing (LC no.79D) in Kanpur district
1818,Strengthening of NH-75E in the district of Sonebhadra from MP/UP border to UP/Jharkhand border
1819,Strengthening of NH-75E in the district of Sonebhadra from MP/UP border to UP/Jharkhand border
1820,Widening & Strengthening of NH-91A from BharthanaChowk to Kudarkoot in district of Etawah&Auraiya
1821,Widening & Strengthening of NH-135C from Drumandganj to Halia in district of Mirzapur
1822,Widening & Strengthening of NH-135C from Rampur to Bhadewara in district of Prayagraj
1823,Widening & Strengthening of NH-227Abetween Sikringanj& Gola in district of Gorakhpur
1824,Widening & Strengthening of NH-730 between Tamkuhiraj&Padrauna in district of Kushinagar
1825,Construction of 6-lane bridge parallel to the existing bridge on Ganga river on NH-96 in Phaphamau in district of Prayagraj
1826,"Shri Gadkari says, Government is trying to create an ecosystem to accelerate the uptake of electric vehicles in the country"
1827,Asks auto Industry to come togetherto achieve broader national agenda of reducing pollution : Shri GadkariGovernment is planning set upat least one electric vehicle charging kiosk at around 69 thousand Petrol Pumps across the country : Shri GadkariGovt Working to Make India an Automobile Manufacturing Hub in Next 5 Years: Shri Nitin Gadkari
1828,The government is promoting electric vehicles in India.
1829,The government is planning to set up at least one electric vehicle charging kiosk at around 69 thousand petrol pumps across the country to promote electric mobility.
1830,Shri Gadkari said that the government is working towards making India a global automobile manufacturing hub in next five years.
1831,India is poised to become global automobile manufacturing hub in next 5 years.
1832,The government earmarked over Rs51000 crore for the automobile sector.
1833,Shri Gadkari has urged the automobile industry to push for manufacturing flex engines.
1834,Shri Gadkari said that the government is working towards making e-Highway on Delhi and Mumbai Expressway.
1835,NHAI Collaborates with 200 Premier Institutes to Leverage Local Expertise
1836,"The National Highways Authority of India (NHAI) has received overwhelming response from reputed Institutes for its initiative of collaborating with Premier Institutes to Leverage Local Expertise. According to NHAI, as many as 18 IITs, IIT Roorkee,  IIT Bombay,  IT Varanasi,  IT Guwahati,  IIIT Kharagpur, 26 NITs and 190 other reputed Engineering colleges have agreed to collaborate with the authority."
1837,NHAI has introduced a unique initiative to associate with reputed Technical Institutes and Engineering colleges to adopt nearby stretches of National Highways.
1838,"The adopted stretches may be used as a field of study for faculty, researchers and familiarise students of the Institute with the latest trends in industryand suggest the relevant performance parameters and innovations."
1839,"The partner institutes will study improvement prospects in Road Safety, maintenance, riding comfort, removal of choke points, black spots and usage of new technologies on adopted stretches and give suitable suggestions to NHAI."
1840,"The Institutes, NHAI stated, are also encouraged to associate with the Consultants/NHAI during conceptualization, design and project preparation of new projects and suggest the relevant performance parameters and innovations based on experience specific to the local climate, topography and resource potential for better socio economic outcome."
1841,The areas of collaboration for improving the efficiency of existing highways are:
1842,(i)  Improvements in safety provisions by removing existing deficiencies and offering potential solutions to old recurring problems based on local experience.
1843,(ii)  Improvements in continual maintenance of the stretches and improving the riding comfort through cost effective measures based on innovative technologies.
1844,(iii)  Localized solutions for removal of congestion points and thereby increasing the average traffic speed.
1845,(iv)  Viability of new wayside amenities for road users based on the existing traffic pattern and user expectations.
1846,NHAI will offer internship to 20 undergraduates and 20 post-graduate students with a stipend.
1847,NHAI envisions to provide a world class NH network to meet the Nation’s requirements by building large number of mega highway projects in a cost-effective manner.
1848,M/o RTH issues advisory for extending various exemptions / facilitation / relief provided by States /UTs in respect of Invalid Carriage vehicles to vehicles owned by Divyangjan
1849,"In order to further facilitate the Divyangjan, Union Ministry of Road Transport and Highways (M/oRTH) has issued advisory to State/UTs to extended the various exemptions / facilitation / relief provided by the States /Uts in respect of Invalid Carriage vehicles to vehicles owned by Divyangjan."
