,content
8374,"Shri Paswan stated that Government of India has revamped its scheme for additional allocation of foodgrain to ensure adequate standards of nutrition in such institutions with a view to meet the requirement of Welfare Institutions such as Beggar Homes, Nari-niketans and other similar welfare institutions sponsored by State Governments/UT Administrations, that are not covered under Targeted Public Distribution System or under any other Welfare Scheme; and also for residents of SC/ST/OBC Hostels."
8375,All hostels with at least 2/3rd of resident students belonging to SC/ST/OBC community are eligible to get subsidised foodgrain.
8376,The Food Minister has announced that the scale of issue of wheat and rice to the local authorities is as per the nutrition requirement of the residents.
8377,The details of the scheme are available at this Department’s website (http://dfpd.nic.in/1sGbO2W68mUlunCgKmpnLF5WHm/newpolicy-070917.pdf)
8378,Government of India makes systematic progress towards cash transfers of food subsidy
8379,Shri Ram Vilas Paswan launches handbook to guide states in implementation of cash transfers of food subsidy
8380,The handbook for implementation of cash transfer of food subsidies has been launched by the minister Ram Vilas Paswan.
8381,The launch of a handbook on cash transfers of food subsidy scheme was held in India.
8382,"Ram Vilas Paswan, the Union Minister, has complemented the efforts of DoFPD and WFP in preparing a handbook on cash transfers for food subsidy."
8383,Shri Paswan highlighted the reform measures implemented by his government to check leakages and diversions of foodgrains in the in-kind distribution of food grains.
8384,WFP supports the government of India in its efforts towards food security and SDG 2 goals.
8385,"Currently, Cash Transfer of Food Subsidy is being implemented in union territories of Chandigarh, Puducherry and urban areas of Dadra & Nagar Haveli while some more states have shown interest in implementation."
8386,Central Government issues orders for extending assistance to clear the dues of sugarcane farmers
8387,"Sugarcane farmers' dues have reached to over Rs.20,000 crores due to low domestic sugar prices."
8388,The government has taken the following steps in the past three months to stabilise sugar prices:.
8389,(a)  Increased customs duty on import of sugar from 50% to 100%.
8390,"(b)  Imposed reverse stock holding limits on producers of sugar for the months of February and March, 2018 to stabilise sugar price."
8391,(c)  Government has also fully withdrawn the customs duty on export of sugar to encourage sugar industry to start exploring possibility of export of sugar.
8392,"(d)  In view of the inventory levels with the sugar industry and to facilitate achievement of financial liquidity, mill-wise Minimum Indicative Export Quotas (MIEQ) totalling 20 Lakh MT have been fixed for sugar season 2017-18."
8393,"(e)  Further, to facilitate and incentivize export of surplus sugar by sugar mills, Government has allowed Duty Free Import Authorization (DFIA) Scheme in respect of sugar."
8394,The Central Government notified a production subsidy scheme to offset the cost of cane to clear the dues of sugarcane farmers.
8395,The government has decided to provide financial assistance of Rs.5.50 per quintal of cane crushed in sugar season 2017-18 to sugar mills to offset the cost of cane.
8396,Mills which meet the following conditions will be eligible for the assistance of Rs.5.50/qtl of cane crushed.
8397,"(a) Mills having ethanol production capacity and who have signed contracts with Oil Marketing Companies (OMCs) for supply of ethanol, should have supplied at least 80% of indented quantity of ethanol under Ethanol Blended with Petrol Programme (EBP) to OMCs during 2017-18 ethanol season (December, 2017 – November, 2018)."
8398,"(b) The mill should have filed updated online return in Proforma-II relating to data on crushing of cane, production of sugar, sale of sugar and by-products, etc as prescribed by Government under the provisions of Sugar (Control) Order, 1966."
8399,(c) The mill should have fully complied with all the orders/directives of Department of Food and Public Distribution (DFPD) to the sugar mills during 2017-18 sugar season.
8400,The assistance of Rs.5.50/qtl of cane crushed will be provided on the basis of actual cane crushed or inter seallocation of earlier estimated 2800 LMT of cane to be crushed during 2017-18 sugar season.
8401,The government will provide financial assistance of about Rs. 1540 crore to sugar mills to settle their cane price dues of farmers.
8402,"Shri Ravi Shankar Prasad delivers Key note address at CxO Forum on ""Standardizing the Digital Space"" organized by BIS"
8403,"Bureau of Indian Standards (BIS) organises a CxO Forum on ""Standardizing the Digital Space"" on 8 May, 2018 in New Delhi. The forum was attended by a number of dignitaries, luminaries and experts."
8404,"The key note address was delivered by the Union Minister of Law & Justice, Electronics & Information Technology."
8405,"Shri Prasad further added that Standards should be formulated in a manner that it lays down the compliance criteria, facilitates smooth and cost effective operation thereby enabling of digital inclusion."
8406,BIS is involved in international standardisation work.
8407,"Shri Amitabh Kant, CEO of the NITI Aayog opined that digital standardization needs constant evolution andensures they do not stagnate."
8408,"The BIS is hosting a conference on ""Standardizing the Digital Space"" aimed at bringing together technocrats and tech-entrepreneurs from the country and global experts to discuss the key issues and challenges that need to be overcome in the journey of Digital transformation."
8409,The event was organised to highlight the role of standardisation and invite participation in Standards Formulation for IT Sector. It is in line with the 33rd plenary and working group meetings of JTC 1/SC 7 being hosted by BIS from 6 to 11 May 2018.
8410,Cabinet approves financial assistance to sugar mills for clearing cane dues of farmers
8411,Cabinet Committee on Economic Affairs has approved financial assistance of Rs. 5.50 per quintal of cane crushed in sugar season 2017-18 to sugar mills to offset the cost of cane.
8412,The assistance shall be paid directly to the farmers on behalf of the mills.
8413,The cane price payable to farmers will be adjusted against the cane price.
8414,The mill’s account will be credited.
8415,     Assistance shall be provided to those mills which will fulfil the eligibility conditions as decided by the Government.
8416,"Sugarcane farmers have accumulated cane price dues of more than Rs.19,000 crore due to low sugar prices."
8417,"In order to stabilize sugar prices at reasonable level and to improve liquidity position of mills thereby enabling them to clear cane price dues of farmers, Government has taken following steps in past three months:"
8418,Increased customs duty on import of sugar from 50% to 100% in the interest of farmers.
8419,"Imposed reverse stock holding limits on producers of sugar for the months of February and March, 2018."
8420,The government has fully withdrawn the customs duty on export of sugar.
8421,"The minimum minimum export quota for sugar is 20 Lakh tonnes of raw, plantation white and refined sugar for 2017-18 season."
8422,"Further, to facilitate and incentivize export of surplus sugar by sugar mills, Government has allowed Duty Free Import Authorization (DFIA) Scheme in respect of sugar."
8423,The 2nd annual conference of the Institute of Insolvency Professionals (IPs) was held in Mumbai.
8424,"The Insolvency and Bankruptcy Board of India (IBBI) in association with the three Insolvent Agencies, namely, the Indian Institute of Insolitry Professionals of ICAI, the ICSI Institute of Inolvencian Professionals, and the Insolvncy Professional Agency of Institute of Cost Accountants of India, organised a Conclave of Ins insolvency professionals yesterday in Mumbai."
8425,"Dr. M.S. Sahoo, Chairperson, IBBI, in his address on “Building the Institution of Insolvency Professionals” urged the profession of insolvency lawyers to collectively build and preserve the reputation of the institution."
