,content
20417,"The government has invited private and public institutions working in the field of higher education to join the Institutes of Eminence Mission. Public institutes selected will be given financial assistance of Rs. 1,000 crore."
20418,I call upon SN Bose National Centre for Basic Sciences and other such institutes that they should plan and work in the direction of making their institute a part of top ranking institute.
20419,"Today, I will urge you people for one more thing that you should create this kind of eco-system in your institutes that further motivates the students and youth for research."
20420,"If a scientist spends some of his or her time for promoting the interests of children in science and research, it will be the biggest tribute to Acharya S.N. Bose."
20421,"Friends, in 2017, all of us, all 1.25 billion Indians have collectively made a solemn pledge. "
20422,The year of 2018 is important for realising the solemn pledge.
20423,"Every individual, family, institution, department and ministry in the country has to contribute on their own for this thing."
20424,The scientific community of the country too and also every person associated with science and technology will have to concentrate the focus of their innovation and research for making a New India.
20425,People's innovations will strengthen the poor and middle class people of the country.
20426,Scientific institutions can play a big role in determining what else can be done to boost the job-oriented economic growth.
20427,"Friends, new innovations are waiting for you people in the several fields like housing, drinking water, power, railways, rivers, roads, airports, irrigation, communications and digital infrastructure."
20428,"The government is with you, resources are with you and in terms of capabilities you people are second to none. The country will succeed when you people will succeed."
20429,The inauguration of a new president has important follow-up events planned.
20430,There are plans for over 100 outreach lectures in Schools and Colleges and conferences on solutions to 125 problems.
20431,Acharya Bose's work continues to inspire scientists.
20432,"I am confident that through your tireless efforts, the Nation will have an ever better and brighter future."
20433,I wish you all a very fulfilling and creative New Year.
20434,The Prime Minister Shri Narendra Modi has extended his New Year greetings to the nation.
20435,"“Wishing you all a happy 2018! I pray that this year brings joy, prosperity and good health in everyone's lives.”, the Prime Minister said."
20436,Cabinet approves MoU between India and Canada for cooperation in the field of Science & Technology
20437,The Union Cabinet has approved a Memorandum of Understanding (MoU) with Canada for cooperation in the field of Science and Technology.
